OBJECTID,ID,ישוב,שימוש עיקרי,אוכלוסיה ב-2018,שטח מטר רבוע,סוג אזור,USETYPECOD,הרוגים,פצועים קשה,פצועים קל,הולכי רגל שנפגעו,נפגעים בגילאי 0-19,נפגעים בגילאי 20-64,נפגעים בגילאי 65 ומעלה,סהכ נפגעים,סהכ נהגים מעורבים,אופנועים,משאיות מעל 3.5 טון,אופניים,רכבים פרטיים,סהכ כלי רכב מעורבים,Shape_Length,Shape_Area,סהכ תאונות,תאונות לקילומטר רבוע,CITYCODE
1407,1158,ירושלים,אוניברסיטה,436,349405,מוסדי/ציבורי,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3371.950748,349404.8394,0,0,3000
1408,365,הוד השרון,מגורים,2750,842128,מגורים,1,0,0,15,3,2,12,1,15,20,2,0,0,14,20,3643.633721,842127.8022,8,9.499745738,9700
1409,2040,מעלות-תרשיחא,מגורים,4094,571641,מגורים,1,0,0,2,2,0,1,1,2,2,0,0,0,2,2,3217.533976,571640.6724,2,3.498701364,1063
1410,1007,רמת השרון,שטח פתוח,0,692829,פנאי/טבע/ספורט,3,1,12,102,0,16,85,13,115,132,32,1,1,82,132,3494.855273,692828.5838,64,92.37494164,2650
1411,1658,עמנואל,מגורים,3693,7842593,מגורים,1,0,1,18,0,1,18,0,19,17,0,0,0,12,17,11763.61386,7842592.839,8,1.020070806,
1412,2363,באר שבע,מגורים,3636,361945,מגורים,1,0,4,29,5,7,22,4,33,31,0,0,0,26,31,2740.363583,361945.3693,17,46.96841414,9000
1413,609,רמלה,מגורים+ תעשיה,3311,616673,מגורים,1,1,2,29,1,2,27,3,32,35,4,0,0,26,35,3669.579585,616672.8784,16,25.94568459,8500
1414,1251,ירושלים,מגורים,4926,287625,מגורים,1,0,1,10,3,2,5,4,11,14,0,0,0,10,14,3540.803674,287624.7259,9,31.29077298,3000
1415,2623,מועצה אזורית רמת הנגב,שטח פתוח,0,478686202,פנאי/טבע/ספורט,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102293.1416,478686201.8,0,0,
1416,202,רמת גן,מגורים,3066,235648,מגורים,1,0,3,11,3,2,8,4,14,20,2,0,0,13,20,2491.473815,235648.4338,10,42.43609787,8600
1417,1893,נופית,מגורים,2673,7584170,מגורים,1,0,0,7,0,0,7,0,7,8,1,0,0,7,8,13781.55102,7584170.23,4,0.527414322,
1418,844,אבן יהודה,מגורים,6850,3585743,מגורים,1,0,6,33,8,7,25,7,39,46,5,1,1,34,46,9780.297799,3585742.547,22,6.13540981,182
1419,2200,דחי,מגורים,691,239008,מגורים,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2610.896797,239007.5984,0,0,
1420,1486,מבשרת ציון,מגורים,2273,360505,מגורים,1,0,0,3,0,1,2,0,3,2,0,0,0,2,2,2904.390828,360505.3791,1,2.773883714,1015
1421,437,פתח תקווה,מגורים,4607,290879,מגורים,1,2,10,125,64,15,72,41,137,158,12,1,9,104,158,2264.964099,290878.5277,108,371.289008,7900
1422,1088,ירושלים,מגורים,5351,249393,מגורים,1,0,2,6,4,3,5,0,8,6,0,0,0,6,6,2432.872137,249393.3949,3,12.02918786,3000
1423,55,תל אביב - יפו,מגורים,3977,221912,מגורים,1,0,3,25,8,1,20,7,28,44,8,1,2,20,44,2050.8367,221911.8161,25,112.6573629,5000
1424,1730,חיפה,מגורים+ בית חולים,3339,319372,מגורים,1,0,1,20,5,6,11,4,21,28,1,0,0,26,28,4533.59749,319372.3564,15,46.96712066,4000
1425,2435,באר שבע,שטח פתוח,0,2597148,פנאי/טבע/ספורט,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8422.843634,2597147.837,0,0,9000
1426,681,נתניה,מגורים,3925,244942,מגורים,1,0,1,5,4,3,0,3,6,7,0,0,0,5,7,2255.079611,244942.3021,5,20.41297055,7400
1427,2053,ראמה,מגורים,7651,6414194,מגורים,1,0,8,164,0,40,124,8,172,111,2,5,0,88,111,15474.44228,6414194.168,50,7.795211477,543
1428,1323,גבעת זאב גולדשטיין,מגורים עתידי,0,726749,עתידי/לא ידוע,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3872.494118,726748.7963,0,0,
1429,274,גני תקווה,מגורים,8056,1210776,מגורים,1,0,3,21,13,8,8,8,24,24,2,0,2,16,24,5315.62001,1210776.166,19,15.69241329,229
1430,1965,שעב,מגורים,6941,10794694,מגורים,1,1,3,78,0,22,58,2,82,49,4,4,0,36,49,22103.32701,10794693.9,24,2.22331455,538
1431,916,בית עריף,מגורים,1156,5393539,מגורים,1,0,0,3,0,0,3,0,3,2,0,0,0,2,2,11356.34205,5393538.734,1,0.18540703,
1432,1583,עזון,לא ידוע,0,30664176,עתידי/לא ידוע,5,1,12,100,2,21,87,5,113,106,4,2,0,73,106,30977.90106,30664175.76,48,1.565344537,
1433,2528,קרית מלאכי,תעשיה+מגורים,5257,457616,מגורים,1,0,1,3,3,1,3,0,4,3,0,0,0,3,3,2763.456148,457616.0749,3,6.555713762,1034
1434,534,ראשון לציון,מגורים,5791,478804,מגורים,1,0,2,18,8,5,13,2,20,24,1,0,0,21,24,3238.831666,478804.1438,14,29.23951303,8300
1435,2146,ראש פינה,מגורים,3120,12785703,מגורים,1,1,7,116,2,22,91,10,124,109,7,4,0,78,109,36192.53257,12785702.94,54,4.223467435,26
1436,1160,ירושלים,מגורים,5524,253503,מגורים,1,0,7,61,14,9,48,8,68,78,5,1,3,59,78,2502.607786,253502.631,46,181.4576827,3000
1437,383,רעננה,שטח פתוח,0,1014590,פנאי/טבע/ספורט,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4375.347256,1014589.898,0,0,8700
1438,1802,קרית ביאליק,מגורים,5234,403553,מגורים,1,0,2,17,5,3,12,4,19,20,0,0,1,17,20,2662.887415,403552.5367,10,24.77992105,9500
1439,1009,רמת השרון,מתחם ציבורי,0,975744,מוסדי/ציבורי,2,0,5,95,0,8,78,13,100,120,7,3,0,91,120,4190.177938,975744.4953,52,53.29263988,2650
1440,2381,באר שבע,שטח לדרכים,0,160045,עתידי/לא ידוע,5,1,0,43,2,4,37,3,44,35,0,1,0,25,35,1712.00943,160044.9687,14,87.47541465,9000
1441,627,כפר סבא,מגורים,6383,806822,מגורים,1,0,0,4,4,0,4,0,4,4,0,0,0,4,4,4666.218994,806821.7679,4,4.957724443,6900
1442,1269,ירושלים,מגורים+ בית חולים,4155,228142,מגורים,1,0,3,26,6,3,20,5,29,40,12,0,0,19,40,2227.832212,228142.0634,22,96.43114325,3000
1443,2625,גבים ומכללת ספיר,מגורים + מכללה אקדמאית,624,1524792,מגורים,1,0,2,26,1,9,18,1,28,24,1,1,0,19,24,5439.950031,1524791.964,12,7.869926049,
1444,220,רמת גן,מסחר,709,235500,תעשיה/מסחר/מתקנים,4,0,9,59,15,2,58,7,68,98,22,2,1,65,98,2157.999213,235500.2435,53,225.0528459,8600
1445,1911,יפיע,מגורים,5871,1799373,מגורים,1,0,3,27,1,10,20,0,30,17,1,0,0,11,17,7306.342876,1799373.312,11,6.113239498,499
1446,862,טייבה,מגורים,4313,1248211,מגורים,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4515.788265,1248210.707,0,0,2730
1447,2218,אום אל-פחם,מגורים,2208,4909829,מגורים,1,0,1,54,1,15,38,2,55,42,1,2,0,31,42,13394.40874,4909829.186,21,4.277134541,2710
1448,1488,מוצא עילית,מגורים,1169,554671,מגורים,1,0,1,6,0,0,7,0,7,6,0,0,0,5,6,3098.916312,554670.7104,3,5.408614415,
1449,455,פתח תקווה,בסיס צבאי,0,1678130,מוסדי/ציבורי,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6128.13971,1678129.984,0,0,7900
1450,1106,ירושלים,מגורים,3632,277173,מגורים,1,0,0,3,3,2,1,0,3,2,0,0,0,2,2,2364.665787,277173.4996,2,7.215697039,3000
1451,57,תל אביב - יפו,מגורים,3219,317340,מגורים,1,1,4,12,2,1,10,4,17,24,2,0,2,12,24,2427.442266,317340.1204,11,34.66312418,5000
1452,1748,חיפה,תעשיה,0,1068068,תעשיה/מסחר/מתקנים,4,1,5,54,8,16,40,4,60,69,6,5,0,47,69,5275.590411,1068068.331,39,36.51451774,4000
1453,2453,שדרות,מגורים,3112,327224,מגורים,1,0,0,6,4,3,3,0,6,6,0,0,0,5,6,2385.675014,327224.0871,5,15.28004874,1031
1454,699,נתניה,תעשיה+מגורים,4542,508666,מגורים,1,0,1,13,12,4,6,4,14,16,2,0,1,10,16,2893.963615,508666.0965,14,27.52296663,7400
1455,2071,כרמיאל,שטח פתוח,0,732656,פנאי/טבע/ספורט,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4023.571422,732655.6421,0,0,1139
1456,1341,אל-מסאייף,לא ידוע,0,742806,עתידי/לא ידוע,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4144.365954,742805.7278,0,0,
1457,292,אזור,מגורים,2191,406102,מגורים,1,0,1,6,0,0,7,0,7,15,5,0,0,6,15,3152.556821,406102.0556,7,17.23704646,565
1458,1983,עכו,מגורים,3323,441855,מגורים,1,0,0,9,1,4,3,1,9,6,0,0,1,5,6,3170.891778,441854.8375,4,9.052746875,7600
1459,934,בית עוזיאל פדיה פתחיה,מגורים,2303,11729736,מגורים,1,1,10,42,0,12,33,8,53,37,3,2,0,27,37,17077.07629,11729735.74,18,1.534561425,
1460,1585,קלקיליה,לא ידוע,0,9855242,עתידי/לא ידוע,5,0,1,25,0,9,15,2,26,17,1,0,0,13,17,14330.82003,9855241.716,9,0.91321961,
1461,2546,מועצה אזורית רמת נגב,כרייה,0,109472725,תעשיה/מסחר/מתקנים,4,6,11,6,1,5,15,3,23,16,0,1,0,12,16,53081.36091,109472725.3,8,0.073077563,
1462,536,ראשון לציון,מגורים,3933,1408955,מגורים,1,1,5,10,1,1,13,1,16,23,6,1,2,12,23,4743.146829,1408955.499,11,7.807201865,8300
1463,2164,טורעאן,מגורים,4913,7173891,מגורים,1,0,2,14,0,4,8,4,16,12,0,2,0,9,12,18736.23871,7173890.917,7,0.975760585,498
1464,1178,ירושלים,לא ידוע,0,454261,עתידי/לא ידוע,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3829.631373,454260.5199,0,0,3000
1465,129,הרצליה,מגורים,4404,743210,מגורים,1,0,1,9,1,1,6,3,10,15,3,0,1,10,15,4138.114597,743209.5277,8,10.76412465,6400
1466,1820,קרית אתא,מגורים,4545,532269,מגורים,1,0,0,10,1,1,7,2,10,11,0,0,0,9,11,2978.167402,532268.9226,6,11.27249731,6800
1467,771,אשדוד,מגורים,3888,201564,מגורים,1,0,5,86,4,16,62,12,91,74,6,0,2,57,74,1821.426882,201564.1477,35,173.6419914,70
1468,2399,באר שבע,מגורים,4811,747987,מגורים,1,0,1,15,1,0,11,5,16,17,3,0,0,11,17,5086.37378,747987.1447,9,12.03229235,9000
1469,1413,בית שמש,שטח פתוח,0,630278,פנאי/טבע/ספורט,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4166.877973,630278.2388,0,0,2610
1470,1031,חולון,שטח פתוח,0,701870,פנאי/טבע/ספורט,3,0,6,5,1,0,9,1,11,16,8,0,0,5,16,3909.833296,701870.4399,10,14.24764377,6600
1471,238,בני ברק,מגורים,9181,302064,מגורים,1,1,7,53,26,18,31,7,61,74,12,5,5,30,74,2657.30667,302063.7631,49,162.2174057,6100
1472,1913,נצרת,מגורים+ בית חולים,9122,1245939,מגורים,1,0,0,10,0,3,7,0,10,10,1,0,0,9,10,7487.964923,1245938.932,5,4.013037776,7300
1473,864,טירה,מגורים,3520,4346658,מגורים,1,0,0,1,0,0,1,0,1,2,1,0,0,1,2,11147.1712,4346658.496,1,0.230061782,2720
1474,2236,מצפה אילן  אום אל-קוטוף,מגורים,1548,4686217,מגורים,1,0,0,12,0,1,10,1,12,8,0,0,0,7,8,15505.85419,4686217.179,4,0.853566928,
1475,1506,מעלה אדומים שטח קיי,לא ידוע,0,4232161,עתידי/לא ידוע,5,0,3,23,0,8,18,0,26,23,2,2,0,12,23,11231.47029,4232161.405,9,2.126572959,
1476,457,פתח תקווה,מגורים,5344,465401,מגורים,1,0,2,5,2,0,4,3,7,10,0,0,1,7,10,2865.733408,465401.3431,6,12.89209859,7900
1477,1124,ירושלים,מגורים,2263,323361,מגורים,1,0,0,6,0,3,3,0,6,4,0,0,0,3,4,3333.528845,323361.3163,2,6.185031726,3000
1478,75,תל אביב - יפו,מגורים,2087,233326,מגורים,1,1,19,79,21,3,79,10,99,145,26,1,13,60,145,2413.257626,233325.6324,86,368.5835932,5000
1479,1766,טירת כרמל,מגורים,1933,235603,מגורים,1,0,2,19,9,4,12,5,21,18,0,1,0,13,18,2291.746896,235602.6613,13,55.17764498,2100
1480,2471,קרית גת,מגורים,2940,233655,מגורים,1,1,5,9,4,0,12,2,15,19,0,0,1,14,19,1982.85467,233655.3528,11,47.07788573,2630
1481,717,ראש העין,מיועד למגורים,0,17328300,עתידי/לא ידוע,5,0,0,1,0,0,1,0,1,1,0,0,0,1,1,29599.24107,17328300.24,1,0.057709065,2640
1482,2073,כרמיאל,מגורים,3674,449461,מגורים,1,0,0,22,4,6,15,1,22,16,0,0,1,13,16,3725.347118,449461.1195,10,22.24886551,1139
1483,1359,עראבי,לא ידוע,0,581880,עתידי/לא ידוע,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3830.250473,581880.0901,0,0,
1484,310,בת ים,מגורים,8568,380148,מגורים,1,0,5,44,17,8,29,12,49,63,9,1,1,40,63,2592.693764,380148.1119,38,99.96103836,6200
1485,1985,עכו,מגורים,4018,312055,מגורים,1,0,3,23,9,3,19,4,26,33,3,1,4,20,33,2474.723096,312054.7793,20,64.09131129,7600
1486,936,חולדה משמר דוד,מגורים,1967,18503788,מגורים,1,0,4,17,0,2,18,1,21,19,2,0,1,14,19,22025.71433,18503787.8,10,0.54042989,
1487,1603,סינג'יל,לא ידוע,0,57021631,עתידי/לא ידוע,5,1,4,14,1,6,11,2,19,11,0,0,0,7,11,40033.93196,57021631.46,6,0.105223226,
1488,2308,עכו,שטח פתוח,0,611596,פנאי/טבע/ספורט,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3365.344262,611596.135,0,0,7600
1489,554,ראשון לציון,מגורים,19049,902878,מגורים,1,0,6,69,35,13,44,17,75,97,8,2,1,72,97,4775.701299,902877.5409,56,62.02391517,8300
1490,1196,ירושלים,מגורים,4775,406078,מגורים,1,0,0,4,0,0,4,0,4,6,1,0,0,3,6,3983.655877,406078.3831,3,7.387736271,3000
1491,147,הרצליה,שטח פתוח,0,1095926,פנאי/טבע/ספורט,3,4,5,53,2,9,48,4,62,91,11,2,0,72,91,6455.590367,1095926.186,40,36.49880852,6400
1492,1838,קרית אתא,מגורים,8390,677108,מגורים,1,0,4,60,14,19,34,10,64,66,5,3,0,48,66,4843.849859,677108.1439,39,57.59788942,6800
1493,789,אשדוד,ציבורי+מגורים,3912,914122,מגורים,1,0,1,23,2,3,17,2,24,32,3,0,1,24,32,4478.633874,914121.5969,18,19.69103461,70
1494,2401,באר שבע,אתר מורשת,0,1489704,פנאי/טבע/ספורט,3,0,0,22,0,3,18,1,22,15,1,0,0,11,15,4918.276066,1489703.759,7,4.698920815,9000
1495,1431,שמורת טבע נחל דולב,שמורת טבע,0,440871,פנאי/טבע/ספורט,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3103.402025,440870.709,0,0,
1496,1033,לוד,מגורים,5348,1202298,מגורים,1,1,3,1,3,3,1,1,5,7,1,0,0,6,7,6973.500157,1202297.636,5,4.15870401,7000
1497,240,בני ברק,מגורים,4087,386487,מגורים,1,0,7,58,23,15,41,6,65,77,17,3,2,36,77,2988.653503,386487.0457,50,129.3704422,6100
1498,1675,חיפה,מסחר,0,580401,תעשיה/מסחר/מתקנים,4,0,2,24,2,3,20,2,26,20,1,0,0,17,20,3417.369169,580400.7132,11,18.9524233,4000
1499,882,צור נתן צור יצחק,מגורים,6362,3745628,מגורים,1,1,2,23,3,5,17,4,26,30,2,1,0,24,30,10718.56734,3745628.216,16,4.271646591,
1500,2254,עין שמר גן השומרון שער מנשה,מגורים+מוסדי,1983,10767262,מגורים,1,1,3,66,2,18,48,4,70,60,4,2,1,43,60,19410.87484,10767261.54,29,2.69334964,
1501,1524,איסטיח,לא ידוע,0,2453207,עתידי/לא ידוע,5,0,1,3,1,0,4,0,4,3,0,0,0,2,3,8763.336849,2453206.929,2,0.815259396,
1502,475,לוד,מגורים,8291,503477,מגורים,1,0,4,14,9,8,6,4,18,24,2,0,1,16,24,2985.594794,503476.5319,16,31.77903832,7000
1503,1142,ירושלים,מגורים,3134,634321,מגורים,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3762.12235,634321.4329,0,0,3000
1504,93,תל אביב - יפו,מגורים,4143,266258,מגורים,1,0,1,3,3,1,1,2,4,5,1,0,0,3,5,2346.15439,266258.2051,4,15.02301121,5000
1505,1768,טירת כרמל,מגורים+ בית עלמין+ בית חולים,2534,913964,מגורים,1,0,0,5,1,0,5,0,5,8,0,0,0,8,8,5613.398831,913964.3645,4,4.37653825,2100
1506,2473,קרית גת,מגורים,1116,202486,מגורים,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2159.39181,202486.2982,0,0,2630
1507,735,מודיעין-מכבים-רעות*,מגורים,8110,474855,מגורים,1,0,1,31,1,9,21,2,32,28,2,0,0,23,28,2765.345997,474854.506,14,29.48271486,1200
1508,2091,כפר מנדא,מגורים,2745,4260422,מגורים,1,0,3,68,1,24,44,3,71,44,0,0,0,40,44,10675.29161,4260422.424,23,5.398525712,510
1509,1361,כפר עקב מזרח,לא ידוע,0,1466106,עתידי/לא ידוע,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5492.728556,1466106.408,0,0,
1510,312,חולון,תיירות ונופש,0,299841,פנאי/טבע/ספורט,3,0,0,3,0,0,3,0,3,1,0,0,0,0,1,2396.468654,299841.2125,1,3.335098573,6600
1511,2003,כפר ראש הנקרה לימן,מגורים,2055,9417931,מגורים,1,1,4,44,0,8,33,8,49,45,6,2,2,28,45,15134.86746,9417930.78,25,2.654510909,
1512,954,גן הדרום,מגורים,614,2251758,מגורים,1,0,0,19,0,0,12,3,19,20,0,1,0,18,20,6803.230516,2251758.191,8,3.552779348,
1513,1621,אריאל,שטח פתוח,0,16429323,פנאי/טבע/ספורט,3,0,1,1,0,0,2,0,2,2,0,0,0,2,2,23808.64481,16429323.32,1,0.06086678,
1514,2326,אילנייה שדה אילן,מגורים,1077,28157069,מגורים,1,2,8,74,2,14,66,4,84,57,1,2,0,47,57,32363.09334,28157068.93,26,0.923391567,
1515,572,רחובות,מגורים,5370,288606,מגורים,1,0,5,62,18,22,36,7,67,75,8,0,4,51,75,2143.977413,288606.0197,43,148.9920413,8400
1516,1214,חניוני הדסה עין כרם,מתקן תחבורה,0,497652,תעשיה/מסחר/מתקנים,4,0,1,3,0,0,3,1,4,5,0,0,0,4,5,3979.749957,497651.999,2,4.018872634,
1517,165,הרצליה,שטח פתוח,0,1035655,פנאי/טבע/ספורט,3,0,1,13,0,1,12,1,14,6,0,0,0,2,6,4487.12966,1035654.569,2,1.931145828,6400
1518,1840,קרית אתא,שטח פתוח,0,926399,פנאי/טבע/ספורט,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4065.675007,926398.9251,0,0,6800
1519,807,יבנה,תעשיה,0,403474,תעשיה/מסחר/מתקנים,4,0,1,10,0,1,8,2,11,8,0,0,1,7,8,3196.837012,403474.1296,4,9.913894614,2660
1520,2419,באר שבע,מגורים,2181,314215,מגורים,1,1,3,23,11,3,20,4,27,31,2,0,1,25,31,2458.655621,314215.3026,19,60.46809256,9000
1521,1433,נחם,מגורים,552,1630534,מגורים,1,1,1,11,0,4,8,1,13,8,1,0,0,5,8,5039.93815,1630534.241,5,3.066479609,
1522,384,רעננה,מגורים,4535,805780,מגורים,1,0,2,16,4,8,8,1,18,18,1,0,0,15,18,5325.138468,805779.6609,10,12.41034055,8700
1523,1051,ירושלים,מגורים,16154,1032185,מגורים,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5795.464063,1032185.077,0,0,3000
1524,2,תל אביב - יפו,פנאי ונופש,0,314929,פנאי/טבע/ספורט,3,0,4,20,4,4,18,2,24,28,4,0,2,17,28,3388.751963,314929.0221,16,50.80509853,5000
1525,1693,חיפה,מגורים,2139,343131,מגורים,1,0,5,52,13,5,42,9,57,75,2,1,0,58,75,2488.821782,343131.1985,39,113.659149,4000
1526,644,כפר סבא,מגורים,4986,340268,מגורים,1,0,0,17,4,3,6,7,17,23,2,0,1,18,23,2578.510614,340267.8507,12,35.26633496,6900
1527,2256,מענית ברקאי,מגורים,1307,13579527,מגורים,1,3,26,562,1,136,436,18,591,410,13,30,0,308,410,30561.80891,13579527.37,185,13.6234491,
1528,1286,מעלה אדומים,מגורים,4133,690913,מגורים,1,0,0,7,1,1,6,0,7,12,1,0,0,9,12,4793.099628,690912.9246,6,8.68416234,
1529,493,נס ציונה,מגורים,6089,804152,מגורים,1,0,1,18,13,4,5,8,19,28,1,1,0,22,28,3829.323022,804151.5616,19,23.62738681,7200
1530,2635,ירושלים,מתקן תחבורה,0,103660,תעשיה/מסחר/מתקנים,4,1,8,28,12,9,26,2,37,44,8,1,3,14,44,1420.753445,103660.2209,27,260.4663561,3000
1531,111,תל אביב - יפו,מגורים,3073,240614,מגורים,1,0,4,24,6,4,20,4,28,39,5,0,1,22,39,2274.940434,240614.193,24,99.7447395,5000
1532,1786,קרית ים,מגורים,3304,383053,מגורים,1,0,5,85,23,16,58,16,90,86,3,1,2,61,86,3044.51411,383052.7011,51,133.1409486,9600
1533,2491,אשקלון,מגורים,4503,348688,מגורים,1,0,1,6,3,1,4,2,7,11,0,0,0,10,11,2702.560773,348687.532,7,20.07528047,7100
1534,737,מודיעין-מכבים-רעות*,מגורים,3476,709208,מגורים,1,0,1,4,1,1,4,0,5,7,1,0,0,6,7,5340.961966,709207.6904,4,5.640096764,1200
1535,2109,עראבה,מגורים,5025,2198034,מגורים,1,0,2,53,1,19,33,3,55,29,1,1,0,24,29,7205.51714,2198034.438,14,6.369326959,531
1536,1379,הר טוב,לא ידוע,0,1577539,עתידי/לא ידוע,5,0,1,17,0,1,16,1,18,4,0,1,0,0,4,7560.965515,1577538.819,2,1.267797646,
1537,330,חולון,מגורים,6532,294671,מגורים,1,2,6,83,21,15,54,20,91,110,19,2,0,70,110,2253.146231,294671.1601,59,200.2231911,6600
1538,2021,ג'דיידה-מכר,מגורים,3835,953606,מגורים,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4975.001491,953606.2201,0,0,
1539,972,גבעת השלושה,מגורים,858,6814819,מגורים,1,4,2,16,3,3,15,4,22,24,2,1,4,13,24,15452.76956,6814819.376,13,1.907607419,
1540,1639,א.ת אל-פחס,לא ידוע,0,2152954,עתידי/לא ידוע,5,1,2,12,0,2,13,0,15,10,0,1,0,5,10,6966.584785,2152954.241,5,2.322390279,
1541,2328,עין חרוד (מאוחד) תל יוסף עין חרוד (איחוד),מגורים,1839,26553798,מגורים,1,3,3,88,1,19,67,7,94,73,4,4,0,48,73,37486.92191,26553798.48,34,1.280419448,
1542,590,רחובות,מגורים,8720,453059,מגורים,1,0,2,26,11,8,15,5,28,37,3,0,2,23,37,2755.264531,453058.9329,24,52.97324091,8400
1543,1216,ירושלים,מגורים,11078,785414,מגורים,1,0,2,2,2,2,2,0,4,6,1,0,0,4,6,6255.569907,785414.1693,4,5.09285439,3000
1544,2588,אזור תעשיה ספירים/שקמה,תעשיה,0,426001,תעשיה/מסחר/מתקנים,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2876.11045,426001.1639,0,0,
1545,183,רמת השרון,מגורים,3768,362978,מגורים,1,0,0,6,0,2,2,2,6,8,1,0,0,6,8,2405.248907,362978.2149,5,13.77493137,2650
1546,1858,עין הוד בית צבי ניר עציון עין חוד,מגורים+מוסדי,2220,24944074,מגורים,1,0,4,65,0,24,40,3,69,54,5,2,0,39,54,37609.89211,24944074.34,29,1.162600769,
1547,809,יבנה,מגורים,4868,549518,מגורים,1,0,1,6,3,1,5,1,7,9,2,0,0,6,9,3242.923491,549518.4516,6,10.91865065,2660
1548,2181,בית יוסף חמדיה נווה אור ירדנה,מגורים,1539,55085111,מגורים,1,1,3,49,0,14,36,3,53,38,1,3,0,29,38,53527.49473,55085111.09,23,0.417535692,
1549,1451,ביתר עילית,מגורים,5638,447756,מגורים,1,0,1,0,0,1,0,0,1,2,0,0,0,0,2,3028.440196,447756.2638,1,2.233357924,
1550,402,גבעת שמואל,מגורים,4964,329004,מגורים,1,0,0,13,6,6,5,2,13,20,5,0,2,10,20,2649.82963,329003.6234,13,39.51324264,681
1551,1069,ירושלים,מגורים,3850,695166,מגורים,1,1,0,7,3,0,6,2,8,6,1,1,0,4,6,3951.349709,695165.5012,4,5.75402547,3000
1552,20,תל אביב - יפו,מגורים,3264,257647,מגורים,1,0,1,8,6,1,5,2,9,10,0,0,0,3,10,2043.596008,257647.4459,8,31.05018166,5000
1553,1711,חיפה,אוניברסיטה,4367,1293253,מוסדי/ציבורי,2,0,0,7,0,1,6,0,7,6,1,0,0,3,6,4380.552753,1293252.74,2,1.546488121,4000
1554,662,נתניה,מגורים,2314,749884,מגורים,1,0,0,5,0,0,4,1,5,7,1,0,0,4,7,4948.074999,749883.6013,3,4.00062089,7400
1555,2274,קיסריה,מגורים,1803,4762198,מגורים,1,0,4,30,0,9,24,1,34,33,1,2,0,26,33,11483.35339,4762198.311,18,3.779766995,
1556,1288,מעלה אדומים,מגורים,1162,236060,מגורים,1,0,0,3,3,2,1,0,3,3,0,0,0,3,3,2670.27846,236060.3623,3,12.70861389,
1557,511,ראשון לציון,שטח פתוח,0,4661207,פנאי/טבע/ספורט,3,0,4,3,0,2,5,0,7,6,0,0,1,5,6,9082.330891,4661207.422,3,0.643610063,8300
1558,1930,נוף הגליל,מגורים,4790,11697036,מגורים,1,0,1,27,3,6,21,1,28,36,1,0,1,30,36,21802.75608,11697036.16,20,1.709834844,1061
1559,113,תל אביב - יפו,מגורים,3725,318670,מגורים,1,0,4,34,17,0,21,10,38,52,8,0,3,30,52,2246.866026,318670.3351,33,103.5552933,5000
1560,1548,בית צפפה,מגורים,0,518444,מגורים,1,0,2,10,0,6,6,0,12,16,2,0,0,9,16,4040.783484,518443.7826,7,13.50194608,
1561,2509,אשקלון,בית חולים,0,263881,מוסדי/ציבורי,2,1,1,17,6,3,13,3,19,16,0,0,0,13,16,2058.92233,263881.4324,11,41.6853884,7100
1562,755,אשדוד,תעשיה,0,5581884,תעשיה/מסחר/מתקנים,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10742.18925,5581883.717,0,0,70
1563,2127,צפת,שטח פתוח,479,5050990,פנאי/טבע/ספורט,3,0,0,10,0,1,8,1,10,8,0,1,0,4,8,11018.43214,5050990.415,4,0.791923894,8000
1564,1397,בית שמש,שטח פתוח,0,613590,פנאי/טבע/ספורט,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4117.312037,613590.1915,0,0,2610
1565,348,חולון,תעשיה,0,434922,תעשיה/מסחר/מתקנים,4,0,3,10,0,0,12,1,13,25,8,1,0,11,25,2877.5412,434921.964,13,29.89041961,6600
1566,2039,מעלות-תרשיחא,תעשיה,0,835884,תעשיה/מסחר/מתקנים,4,0,3,33,3,11,22,2,36,24,1,0,0,23,24,4163.400701,835883.7237,13,15.55240236,1063
1567,990,יבנה,שטח פתוח,0,1939283,פנאי/טבע/ספורט,3,0,0,2,0,0,2,0,2,2,1,0,0,1,2,6544.0896,1939283.119,1,0.515654465,2660
